DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
10-Jun-20,EQ,"1,543.10","1,579.55","1,540.05","1,537.15","1,575.00","1,572.15","1,556.73","1,618.40",875.65,10214426,"15,90,10,58,050.65",262174
11-Jun-20,EQ,"1,566.00","1,567.95","1,531.00","1,572.15","1,538.80","1,537.70","1,546.33","1,618.40",875.65,9408283,"14,54,83,02,924.85",269490
12-Jun-20,EQ,"1,500.00","1,593.00","1,497.00","1,537.70","1,588.70","1,588.80","1,552.68","1,618.40",875.65,17790565,"27,62,30,18,097.70",337575
15-Jun-20,EQ,"1,565.00","1,626.95","1,561.10","1,588.80","1,612.30","1,614.55","1,593.39","1,626.95",875.65,24509162,"39,05,27,37,198.75",467105
16-Jun-20,EQ,"1,643.00","1,648.55","1,585.30","1,614.55","1,614.05","1,617.70","1,617.17","1,648.55",875.65,23623299,"38,20,29,82,642.70",424919
17-Jun-20,EQ,"1,608.25","1,635.45","1,602.10","1,617.70","1,611.85","1,615.35","1,618.64","1,648.55",875.65,19282519,"31,21,15,18,938.20",299203
18-Jun-20,EQ,"1,607.00","1,665.00","1,605.60","1,615.35","1,662.90","1,655.90","1,636.40","1,665.00",875.65,18677694,"30,56,40,98,282.65",327308
19-Jun-20,EQ,"1,670.00","1,788.80","1,662.00","1,655.90","1,763.20","1,759.40","1,727.35","1,788.80",875.65,48828852,"84,34,43,21,446.80",752773
22-Jun-20,EQ,"1,773.40","1,804.20","1,735.00","1,759.40","1,752.50","1,746.15","1,771.18","1,804.20",875.65,27781772,"49,20,66,51,889.20",613265
23-Jun-20,EQ,"1,750.00","1,763.75","1,716.10","1,746.15","1,721.70","1,720.90","1,731.86","1,804.20",875.65,17521196,"30,34,43,10,521.95",400333
24-Jun-20,EQ,"1,735.90","1,772.70","1,711.70","1,720.90","1,732.50","1,727.85","1,739.65","1,804.20",875.65,23808524,"41,41,85,23,475.35",488048
25-Jun-20,EQ,"1,727.00","1,749.00","1,713.05","1,727.85","1,719.00","1,717.90","1,728.41","1,804.20",875.65,18312705,"31,65,18,03,892.75",318478
26-Jun-20,EQ,"1,728.80","1,752.00","1,717.00","1,717.90","1,750.00","1,741.65","1,731.91","1,804.20",875.65,14270695,"24,71,55,05,750.70",279769
29-Jun-20,EQ,"1,728.05","1,739.75","1,715.55","1,741.65","1,722.70","1,723.15","1,724.38","1,804.20",875.65,11825126,"20,39,10,55,541.05",225499
30-Jun-20,EQ,"1,737.00","1,741.00","1,695.55","1,723.15","1,707.50","1,704.10","1,718.10","1,804.20",875.65,13973038,"24,00,70,93,966.15",277133
01-Jul-20,EQ,"1,720.00","1,749.00","1,708.05","1,704.10","1,736.25","1,737.60","1,730.01","1,804.20",875.65,13136706,"22,72,65,70,310.95",256982
02-Jul-20,EQ,"1,743.00","1,767.60","1,735.05","1,737.60","1,759.50","1,760.35","1,755.20","1,804.20",875.65,13286760,"23,32,08,64,112.30",262833
03-Jul-20,EQ,"1,779.80","1,793.00","1,768.00","1,760.35","1,788.00","1,787.90","1,781.69","1,804.20",875.65,13584004,"24,20,25,08,199.65",254096
06-Jul-20,EQ,"1,805.00","1,858.00","1,792.10","1,787.90","1,855.00","1,851.80","1,832.66","1,858.00",875.65,21698149,"39,76,53,01,081.35",442095
07-Jul-20,EQ,"1,860.00","1,864.35","1,806.30","1,851.80","1,822.15","1,823.45","1,831.78","1,864.35",875.65,16240102,"29,74,82,24,129.05",386666
08-Jul-20,EQ,"1,824.05","1,834.95","1,790.00","1,823.45","1,795.40","1,798.00","1,812.33","1,864.35",875.65,12093523,"21,91,74,89,258.65",285951
09-Jul-20,EQ,"1,809.00","1,835.00","1,786.25","1,798.00","1,826.75","1,824.25","1,813.36","1,864.35",875.65,16807403,"30,47,78,77,599.50",352813
10-Jul-20,EQ,"1,828.50","1,884.60","1,824.25","1,824.25","1,880.20","1,878.05","1,859.58","1,884.60",875.65,20195490,"37,55,51,84,971.70",455198
13-Jul-20,EQ,"1,903.35","1,947.70","1,900.00","1,878.05","1,938.70","1,935.00","1,927.07","1,947.70",875.65,32124397,"61,90,58,40,822.60",615947
14-Jul-20,EQ,"1,934.00","1,941.70","1,887.30","1,935.00","1,915.00","1,917.00","1,917.96","1,947.70",875.65,31073591,"59,59,77,87,128.70",569875
15-Jul-20,EQ,"1,937.95","1,978.80","1,798.00","1,917.00","1,842.35","1,844.00","1,917.63","1,978.80",875.65,64458598,"1,23,60,79,55,323.25",1285533
16-Jul-20,EQ,"1,847.00","1,869.00","1,812.45","1,844.00","1,842.05","1,843.40","1,844.01","1,978.80",875.65,28133993,"51,87,94,21,165.65",543130
17-Jul-20,EQ,"1,845.00","1,920.00","1,838.00","1,843.40","1,916.00","1,911.70","1,876.25","1,978.80",875.65,22949535,"43,05,91,61,082.30",487421
20-Jul-20,EQ,"1,917.80","1,932.00","1,899.65","1,911.70","1,921.95","1,919.90","1,916.93","1,978.80",875.65,16887752,"32,37,26,04,466.20",339625
21-Jul-20,EQ,"1,939.00","1,977.00","1,936.50","1,919.90","1,973.50","1,971.55","1,962.43","1,978.80",875.65,19463498,"38,19,56,89,330.00",375090
22-Jul-20,EQ,"1,983.00","2,010.00","1,960.70","1,971.55","2,004.00","2,004.00","1,993.46","2,010.00",875.65,27584769,"54,98,91,20,616.60",547567
23-Jul-20,EQ,"2,003.95","2,079.70","1,991.35","2,004.00","2,076.00","2,057.80","2,035.95","2,079.70",875.65,26921058,"54,81,00,58,387.90",498584
24-Jul-20,EQ,"2,058.00","2,163.00","2,057.80","2,057.80","2,148.40","2,146.15","2,128.53","2,163.00",875.65,55656793,"1,18,46,68,76,312.35",1078097
27-Jul-20,EQ,"2,178.80","2,198.80","2,127.90","2,146.15","2,154.95","2,156.20","2,169.68","2,198.80",875.65,37060949,"80,41,02,76,311.85",781374
28-Jul-20,EQ,"2,156.20","2,194.00","2,150.65","2,156.20","2,177.00","2,177.70","2,175.67","2,198.80",875.65,25435618,"55,33,95,80,393.80",528044
29-Jul-20,EQ,"2,177.90","2,182.80","2,070.45","2,177.70","2,092.00","2,096.65","2,124.29","2,198.80",875.65,33536361,"71,24,11,19,089.50",738739
30-Jul-20,EQ,"2,099.00","2,139.70","2,072.00","2,096.65","2,101.90","2,108.85","2,111.03","2,198.80",875.65,33624516,"70,98,23,80,956.40",663693
31-Jul-20,EQ,"2,114.50","2,129.00","2,052.80","2,108.85","2,070.00","2,067.10","2,077.02","2,198.80",875.65,34593375,"71,85,11,85,919.55",748942
03-Aug-20,EQ,"2,051.30","2,057.00","2,003.10","2,067.10","2,007.65","2,009.00","2,029.05","2,198.80",875.65,21560137,"43,74,66,68,081.00",515571
04-Aug-20,EQ,"2,020.60","2,167.00","2,000.25","2,009.00","2,158.40","2,150.60","2,098.08","2,198.80",875.65,42477225,"89,12,04,94,925.40",827312
05-Aug-20,EQ,"2,169.00","2,196.00","2,118.30","2,150.60","2,132.10","2,126.45","2,153.72","2,198.80",875.65,34405886,"74,10,05,45,221.95",704272
06-Aug-20,EQ,"2,157.00","2,167.70","2,107.80","2,126.45","2,136.55","2,134.10","2,139.59","2,198.80",875.65,22762726,"48,70,28,11,222.25",468092
07-Aug-20,EQ,"2,129.80","2,157.80","2,120.20","2,134.10","2,146.00","2,146.45","2,141.31","2,198.80",875.65,15222384,"32,59,58,33,725.75",329099
10-Aug-20,EQ,"2,159.10","2,165.00","2,108.10","2,146.45","2,121.60","2,119.85","2,136.58","2,198.80",875.65,12441939,"26,58,31,61,118.75",300073
11-Aug-20,EQ,"2,134.80","2,160.00","2,100.35","2,119.85","2,132.85","2,133.80","2,133.30","2,198.80",875.65,21611359,"46,10,34,31,136.35",491594
12-Aug-20,EQ,"2,121.00","2,145.00","2,106.80","2,133.80","2,126.55","2,127.60","2,129.79","2,198.80",875.65,13967529,"29,74,78,58,193.40",308155
13-Aug-20,EQ,"2,128.00","2,138.90","2,110.00","2,127.60","2,125.80","2,122.05","2,122.69","2,198.80",875.65,11459251,"24,32,44,73,969.20",266729
14-Aug-20,EQ,"2,122.55","2,157.00","2,089.25","2,122.05","2,112.00","2,113.80","2,129.96","2,198.80",875.65,15333759,"32,66,02,68,151.55",346390
17-Aug-20,EQ,"2,105.00","2,105.00","2,070.10","2,113.80","2,094.05","2,091.35","2,085.65","2,198.80",875.65,14297224,"29,81,90,54,668.20",324590
18-Aug-20,EQ,"2,085.00","2,134.30","2,082.35","2,091.35","2,120.20","2,118.55","2,118.58","2,198.80",875.65,14097932,"29,86,75,37,548.70",281219
19-Aug-20,EQ,"2,141.00","2,154.00","2,121.35","2,118.55","2,137.00","2,131.55","2,137.37","2,198.80",875.65,15731409,"33,62,38,07,598.55",288995
20-Aug-20,EQ,"2,120.00","2,123.90","2,088.00","2,131.55","2,098.60","2,097.05","2,109.01","2,198.80",875.65,10402292,"21,93,85,04,435.85",267102
21-Aug-20,EQ,"2,118.00","2,122.00","2,077.00","2,097.05","2,084.75","2,081.85","2,096.99","2,198.80",875.65,11667281,"24,46,62,08,119.50",296981
24-Aug-20,EQ,"2,091.40","2,104.50","2,070.50","2,081.85","2,099.95","2,095.75","2,090.25","2,198.80",875.65,15099030,"31,56,07,09,786.10",323471
25-Aug-20,EQ,"2,106.00","2,111.30","2,078.00","2,095.75","2,082.00","2,082.10","2,089.41","2,198.80",875.65,8947709,"18,69,54,34,041.15",202929
26-Aug-20,EQ,"2,085.00","2,147.95","2,047.00","2,082.10","2,133.70","2,137.30","2,102.41","2,198.80",875.65,27631028,"58,09,17,47,446.85",533755
27-Aug-20,EQ,"2,148.00","2,150.00","2,103.25","2,137.30","2,108.10","2,110.60","2,126.98","2,198.80",875.65,12962139,"27,57,01,85,760.10",297474
28-Aug-20,EQ,"2,120.00","2,132.90","2,106.25","2,110.60","2,116.00","2,116.15","2,118.85","2,198.80",875.65,12537684,"26,56,54,52,934.10",267973
31-Aug-20,EQ,"2,174.00","2,174.00","2,060.35","2,116.15","2,070.00","2,080.70","2,118.64","2,198.80",875.65,28649141,"60,69,72,16,688.85",541760
01-Sep-20,EQ,"2,100.00","2,122.40","2,062.40","2,080.70","2,092.00","2,087.25","2,091.83","2,198.80",875.65,17821488,"37,27,95,21,464.50",327904
02-Sep-20,EQ,"2,092.00","2,138.00","2,085.00","2,087.25","2,128.55","2,128.20","2,119.29","2,198.80",875.65,12437209,"26,35,80,56,792.85",281041
03-Sep-20,EQ,"2,128.00","2,138.75","2,103.00","2,128.20","2,114.00","2,112.10","2,112.86","2,198.80",875.65,8577741,"18,12,35,86,030.30",219117
04-Sep-20,EQ,"2,083.55","2,096.95","2,072.20","2,112.10","2,080.00","2,077.25","2,084.73","2,198.80",875.65,13141705,"27,39,69,36,570.55",365456
07-Sep-20,EQ,"2,084.00","2,105.75","2,044.25","2,077.25","2,099.60","2,082.65","2,071.80","2,198.80",875.65,10119099,"20,96,47,07,499.00",255801
08-Sep-20,EQ,"2,092.00","2,121.00","2,080.50","2,082.65","2,103.10","2,107.10","2,108.01","2,198.80",875.65,12643762,"26,65,32,39,816.40",287150
09-Sep-20,EQ,"2,085.00","2,167.80","2,081.45","2,107.10","2,163.55","2,161.35","2,136.84","2,198.80",875.65,25526055,"54,54,50,44,441.00",531323
10-Sep-20,EQ,"2,183.10","2,344.95","2,175.35","2,161.35","2,319.00","2,314.00","2,275.51","2,344.95",875.65,64751766,"1,47,34,33,63,142.35",1233053
11-Sep-20,EQ,"2,312.00","2,337.85","2,287.10","2,314.00","2,315.00","2,319.75","2,318.58","2,344.95",875.65,27445883,"63,63,54,12,477.45",599768
14-Sep-20,EQ,"2,325.00","2,360.00","2,282.00","2,319.75","2,296.25","2,302.55","2,323.57","2,360.00",875.65,20335480,"47,25,09,41,267.35",450188
15-Sep-20,EQ,"2,311.95","2,325.75","2,288.15","2,302.55","2,324.00","2,318.85","2,311.23","2,360.00",875.65,12543161,"28,99,01,10,978.15",270331
16-Sep-20,EQ,"2,320.00","2,369.35","2,310.55","2,318.85","2,324.90","2,324.55","2,339.46","2,369.35",875.65,15669133,"36,65,73,70,887.95",321651
17-Sep-20,EQ,"2,320.00","2,333.70","2,291.85","2,324.55","2,296.00","2,298.75","2,310.29","2,369.35",875.65,11919991,"27,53,85,76,983.55",286325
18-Sep-20,EQ,"2,314.25","2,319.45","2,276.55","2,298.75","2,303.60","2,305.70","2,305.10","2,369.35",875.65,15264101,"35,18,52,52,645.85",219641
21-Sep-20,EQ,"2,300.00","2,336.00","2,247.35","2,305.70","2,250.00","2,255.85","2,291.38","2,369.35",875.65,15519433,"35,56,09,77,455.15",342489
22-Sep-20,EQ,"2,277.00","2,277.00","2,201.55","2,255.85","2,220.05","2,211.15","2,225.36","2,369.35",875.65,16056621,"35,73,17,08,478.55",348897
23-Sep-20,EQ,"2,260.00","2,276.75","2,205.30","2,211.15","2,228.00","2,230.80","2,242.58","2,369.35",875.65,19839809,"44,49,22,65,342.30",384190
24-Sep-20,EQ,"2,207.90","2,226.00","2,176.05","2,230.80","2,195.00","2,181.20","2,200.65","2,369.35",875.65,13765321,"30,29,26,05,688.25",328090
25-Sep-20,EQ,"2,189.00","2,212.80","2,167.30","2,181.20","2,198.85","2,201.70","2,191.17","2,369.35",875.65,13095950,"28,69,54,71,561.35",329859
28-Sep-20,EQ,"2,227.00","2,238.00","2,207.05","2,201.70","2,218.00","2,216.25","2,221.39","2,369.35",875.65,9076787,"20,16,30,62,603.55",213955
29-Sep-20,EQ,"2,225.00","2,264.00","2,216.25","2,216.25","2,241.90","2,245.05","2,242.30","2,369.35",875.65,11927459,"26,74,49,67,680.50",269649
30-Sep-20,EQ,"2,260.00","2,267.00","2,225.00","2,245.05","2,231.00","2,234.35","2,251.01","2,369.35",875.65,11291280,"25,41,67,40,703.85",232560
01-Oct-20,EQ,"2,263.80","2,263.80","2,214.00","2,234.35","2,229.05","2,225.25","2,237.62","2,369.35",875.65,9591467,"21,46,20,14,627.70",237645
05-Oct-20,EQ,"2,244.00","2,249.15","2,206.00","2,225.25","2,215.00","2,212.20","2,222.94","2,369.35",875.65,8732890,"19,41,26,49,755.80",237138
06-Oct-20,EQ,"2,225.25","2,233.90","2,201.65","2,212.20","2,213.00","2,210.35","2,213.64","2,369.35",875.65,8497352,"18,81,00,40,908.25",230575
07-Oct-20,EQ,"2,235.00","2,309.00","2,220.00","2,210.35","2,259.40","2,257.50","2,276.27","2,369.35",875.65,24538620,"55,85,64,95,761.45",542898
08-Oct-20,EQ,"2,259.00","2,268.00","2,222.10","2,257.50","2,241.50","2,239.25","2,242.24","2,369.35",875.65,9727508,"21,81,14,37,285.25",251543
09-Oct-20,EQ,"2,235.00","2,253.00","2,217.10","2,239.25","2,239.00","2,233.45","2,232.05","2,369.35",875.65,8558747,"19,10,35,82,648.40",215729
12-Oct-20,EQ,"2,235.00","2,255.75","2,226.25","2,233.45","2,236.00","2,237.05","2,239.55","2,369.35",875.65,6565525,"14,70,38,04,367.10",146831
13-Oct-20,EQ,"2,230.60","2,285.75","2,225.85","2,237.05","2,279.00","2,280.70","2,259.76","2,369.35",875.65,10666280,"24,10,32,09,104.25",255851
14-Oct-20,EQ,"2,278.90","2,304.00","2,268.50","2,280.70","2,283.00","2,287.50","2,284.78","2,369.35",875.65,12341487,"28,19,75,89,496.85",281008
15-Oct-20,EQ,"2,290.00","2,290.00","2,195.00","2,287.50","2,203.25","2,206.50","2,241.04","2,369.35",875.65,9246893,"20,72,26,39,246.60",265699
16-Oct-20,EQ,"2,215.00","2,232.50","2,172.65","2,206.50","2,178.00","2,175.80","2,197.33","2,369.35",875.65,9961080,"21,88,77,76,009.80",287579
19-Oct-20,EQ,"2,190.05","2,228.70","2,155.15","2,175.80","2,175.50","2,176.20","2,189.75","2,369.35",875.65,14399062,"31,53,03,32,262.55",363717
20-Oct-20,EQ,"2,179.00","2,193.00","2,152.25","2,176.20","2,155.85","2,155.90","2,166.54","2,369.35",875.65,8529621,"18,47,97,42,687.70",275082
21-Oct-20,EQ,"2,168.00","2,192.00","2,097.75","2,155.90","2,122.65","2,124.60","2,143.87","2,369.35",875.65,15729989,"33,72,31,25,351.95",399065
22-Oct-20,EQ,"2,127.40","2,132.50","2,091.00","2,124.60","2,111.90","2,106.95","2,107.04","2,369.35",875.65,14215255,"29,95,21,15,114.75",391498
23-Oct-20,EQ,"2,106.00","2,135.00","2,096.40","2,106.95","2,112.00","2,113.05","2,118.90","2,369.35",875.65,10809383,"22,90,40,53,633.90",265187
26-Oct-20,EQ,"2,101.95","2,101.95","2,018.50","2,113.05","2,034.90","2,029.10","2,052.69","2,369.35",875.65,17225340,"35,35,83,22,555.55",581238
27-Oct-20,EQ,"2,034.90","2,059.85","2,005.00","2,029.10","2,034.40","2,034.50","2,026.38","2,369.35",875.65,16835011,"34,11,40,88,505.60",462764
28-Oct-20,EQ,"2,041.80","2,057.70","2,007.40","2,034.50","2,008.90","2,011.45","2,026.02","2,369.35",875.65,13810054,"27,97,94,42,354.80",413849
29-Oct-20,EQ,"1,997.00","2,042.00","1,991.00","2,011.45","2,029.05","2,026.90","2,019.57","2,369.35",875.65,14147681,"28,57,21,85,905.90",382087
30-Oct-20,EQ,"2,033.50","2,065.10","2,021.80","2,026.90","2,064.35","2,054.50","2,040.66","2,369.35",875.65,15701123,"32,04,06,07,252.30",349177
02-Nov-20,EQ,"2,027.00","2,027.00","1,859.15","2,054.50","1,876.00","1,877.45","1,927.55","2,369.35",875.65,45857806,"88,39,33,20,147.20",1428490
03-Nov-20,EQ,"1,890.00","1,909.00","1,835.10","1,877.45","1,854.50","1,850.40","1,873.92","2,369.35",875.65,40931170,"76,70,17,61,539.15",990935
04-Nov-20,EQ,"1,837.00","1,929.00","1,837.00","1,850.40","1,910.50","1,913.20","1,893.24","2,369.35",875.65,37003111,"70,05,56,55,614.20",888904
05-Nov-20,EQ,"1,954.95","1,960.95","1,932.00","1,913.20","1,956.80","1,955.00","1,949.03","2,369.35",875.65,17170274,"33,46,52,97,065.50",448665
06-Nov-20,EQ,"1,990.00","2,040.00","1,978.15","1,955.00","2,025.00","2,029.15","2,015.72","2,369.35",875.65,30770080,"62,02,38,80,104.20",649196
09-Nov-20,EQ,"2,062.10","2,069.00","2,036.00","2,029.15","2,051.00","2,050.70","2,051.91","2,369.35",875.65,16539467,"33,93,75,02,974.20",384188
10-Nov-20,EQ,"2,077.00","2,090.00","2,041.20","2,050.70","2,089.00","2,084.55","2,071.86","2,369.35",875.65,17045147,"35,31,51,60,450.80",399073
11-Nov-20,EQ,"2,089.00","2,095.00","1,978.10","2,084.55","1,999.80","1,997.20","2,027.80","2,369.35",875.65,26178477,"53,08,46,10,845.15",647679
12-Nov-20,EQ,"1,981.00","2,008.45","1,965.00","1,997.20","1,981.75","1,980.00","1,987.14","2,369.35",875.65,18481466,"36,72,52,18,562.60",440630
13-Nov-20,EQ,"1,982.00","2,036.65","1,981.75","1,980.00","2,000.05","1,996.40","2,007.38","2,369.35",875.65,20946864,"42,04,82,68,831.65",507695
14-Nov-20,EQ,"2,014.90","2,015.30","1,995.35","1,996.40","2,001.55","2,002.30","2,005.96","2,369.35",875.65,2411900,"4,83,81,63,827.65",99484
17-Nov-20,EQ,"2,085.00","2,085.00","1,985.00","2,002.30","1,994.80","1,993.25","2,013.16","2,369.35",875.65,21479385,"43,24,13,64,015.15",462630
18-Nov-20,EQ,"1,993.25","2,006.50","1,960.10","1,993.25","1,991.20","1,987.20","1,979.95","2,369.35",875.65,14030652,"27,78,00,20,120.45",410607
19-Nov-20,EQ,"1,987.20","2,010.45","1,968.20","1,987.20","1,972.00","1,973.15","1,987.24","2,369.35",875.65,12828008,"25,49,22,81,433.30",307890
20-Nov-20,EQ,"1,975.00","1,983.80","1,895.00","1,973.15","1,901.00","1,899.50","1,923.27","2,369.35",875.65,26522972,"51,01,08,21,672.60",794436
23-Nov-20,EQ,"1,951.00","1,970.00","1,926.25","1,899.50","1,955.20","1,950.70","1,952.18","2,369.35",875.65,20918665,"40,83,70,42,219.85",497781
24-Nov-20,EQ,"1,964.00","1,974.00","1,932.00","1,950.70","1,971.05","1,964.05","1,952.11","2,369.35",875.65,14277083,"27,87,04,35,599.60",362587
25-Nov-20,EQ,"1,980.00","1,992.95","1,942.20","1,964.05","1,947.50","1,947.80","1,969.06","2,369.35",875.65,15062376,"29,65,87,44,015.65",356793
26-Nov-20,EQ,"1,953.05","1,965.00","1,930.05","1,947.80","1,957.00","1,952.60","1,946.67","2,369.35",875.65,11924527,"23,21,30,94,743.90",266412
27-Nov-20,EQ,"1,940.50","1,956.10","1,921.40","1,952.60","1,940.50","1,929.80","1,935.45","2,369.35",875.65,21845931,"42,28,16,37,552.75",314085
01-Dec-20,EQ,"1,940.35","1,966.25","1,930.05","1,929.80","1,954.10","1,954.90","1,950.09","2,369.35",875.65,9114939,"17,77,49,77,230.85",272346
02-Dec-20,EQ,"1,958.50","1,962.00","1,935.00","1,954.90","1,959.00","1,958.15","1,947.77","2,369.35",875.65,10240168,"19,94,54,69,659.25",236641
03-Dec-20,EQ,"1,972.00","1,981.10","1,958.65","1,958.15","1,960.80","1,964.05","1,969.94","2,369.35",875.65,12822945,"25,26,03,74,206.80",270788
04-Dec-20,EQ,"1,969.00","1,969.00","1,940.00","1,964.05","1,947.70","1,946.75","1,948.72","2,369.35",875.65,8521388,"16,60,57,63,758.95",286109
07-Dec-20,EQ,"1,940.60","1,965.00","1,940.60","1,946.75","1,958.35","1,958.20","1,955.62","2,369.35",875.65,8418767,"16,46,38,93,633.45",267040
08-Dec-20,EQ,"1,961.15","2,014.25","1,950.00","1,958.20","1,992.45","1,993.75","1,995.12","2,369.35",875.65,20030506,"39,96,32,27,133.60",460158
09-Dec-20,EQ,"2,009.95","2,033.80","1,999.25","1,993.75","2,026.00","2,026.95","2,019.89","2,369.35",875.65,13464375,"27,19,65,61,520.30",303801
10-Dec-20,EQ,"2,021.60","2,028.50","2,001.00","2,026.95","2,008.00","2,007.00","2,010.18","2,369.35",875.65,7414229,"14,90,39,49,695.80",212910
11-Dec-20,EQ,"2,013.00","2,038.00","1,974.25","2,007.00","1,999.40","2,005.80","2,015.50","2,369.35",875.65,12434745,"25,06,21,87,257.95",265002
14-Dec-20,EQ,"2,007.95","2,015.00","1,986.35","2,005.80","1,993.50","1,991.30","1,997.46","2,369.35",875.65,7989830,"15,95,93,61,790.30",248928
15-Dec-20,EQ,"1,989.70","1,989.70","1,961.10","1,991.30","1,973.60","1,974.35","1,973.54","2,369.35",875.65,8561406,"16,89,62,73,508.60",240918
16-Dec-20,EQ,"1,988.00","1,994.95","1,965.70","1,974.35","1,977.55","1,976.55","1,977.57","2,369.35",875.65,8565904,"16,93,96,60,870.95",233001
17-Dec-20,EQ,"1,984.50","2,005.00","1,977.15","1,976.55","1,985.50","1,985.60","1,989.37","2,369.35",875.65,9346460,"18,59,35,53,236.80",280068
18-Dec-20,EQ,"1,980.10","2,004.90","1,965.00","1,985.60","1,998.10","1,991.55","1,981.58","2,369.35",875.65,8522215,"16,88,74,33,569.45",226069
21-Dec-20,EQ,"2,010.00","2,022.00","1,855.25","1,991.55","1,935.00","1,939.70","1,976.82","2,369.35",875.65,20368545,"40,26,48,99,448.00",514099
22-Dec-20,EQ,"1,949.00","1,958.90","1,888.45","1,939.70","1,935.00","1,936.70","1,921.80","2,369.35",875.65,12986606,"24,95,76,54,770.30",374827
23-Dec-20,EQ,"1,930.00","1,951.45","1,920.65","1,936.70","1,947.00","1,943.85","1,938.16","2,369.35",875.65,8999898,"17,44,32,31,403.30",282444
24-Dec-20,EQ,"1,947.00","1,998.80","1,945.90","1,943.85","1,992.95","1,994.15","1,976.20","2,369.35",875.65,9588577,"18,94,89,62,895.70",250116
28-Dec-20,EQ,"2,006.70","2,018.00","1,995.30","1,994.15","2,002.00","2,003.30","2,006.71","2,369.35",875.65,7947719,"15,94,87,71,620.10",214898
29-Dec-20,EQ,"2,009.00","2,012.30","1,982.55","2,003.30","1,987.00","1,990.05","1,992.97","2,369.35",875.65,8589407,"17,11,84,16,326.30",242433
30-Dec-20,EQ,"1,995.25","2,007.20","1,975.55","1,990.05","1,994.35","1,995.50","1,991.60","2,369.35",875.65,10173132,"20,26,07,86,998.35",234486
31-Dec-20,EQ,"1,993.50","2,011.90","1,978.60","1,995.50","1,981.80","1,985.30","1,995.67","2,369.35",875.65,8667516,"17,29,75,04,921.30",226094
01-Jan-21,EQ,"1,988.00","1,997.00","1,982.00","1,985.30","1,988.00","1,987.50","1,989.50","2,369.35",875.65,4622002,"9,19,54,80,292.00",139680
04-Jan-21,EQ,"1,995.10","1,998.90","1,968.00","1,987.50","1,990.25","1,990.85","1,982.61","2,369.35",875.65,11312992,"22,42,92,27,856.70",316871﻿DATE
05-Jan-21,EQ,"1,969.00","1,983.60","1,956.00","1,990.85","1,965.00","1,966.10","1,968.87","2,369.35",875.65,11132803,"21,91,90,19,062.85",300233
06-Jan-21,EQ,"1,965.90","1,966.00","1,905.15","1,966.10","1,915.50","1,914.25","1,928.17","2,369.35",875.65,21414270,"41,29,03,68,153.15",659284
07-Jan-21,EQ,"1,920.50","1,945.00","1,905.15","1,914.25","1,912.80","1,911.15","1,919.86","2,369.35",875.65,14918406,"28,64,12,63,321.10",454695
08-Jan-21,EQ,"1,918.00","1,938.40","1,912.10","1,911.15","1,934.00","1,933.70","1,923.06","2,369.35",875.65,12709792,"24,44,17,51,752.65",270966
11-Jan-21,EQ,"1,938.80","1,938.80","1,892.50","1,933.70","1,899.00","1,897.25","1,910.26","2,369.35",875.65,15371556,"29,36,37,09,013.00",479137
12-Jan-21,EQ,"1,903.00","1,960.00","1,899.90","1,897.25","1,955.50","1,957.05","1,935.51","2,369.35",875.65,18996047,"36,76,69,88,575.55",417387
13-Jan-21,EQ,"1,963.55","1,974.95","1,918.45","1,957.05","1,936.00","1,938.80","1,948.25","2,369.35",875.65,12284876,"23,93,40,34,447.75",304901
14-Jan-21,EQ,"1,945.00","1,966.90","1,939.05","1,938.80","1,958.10","1,960.60","1,957.17","2,369.35",875.65,9946818,"19,46,76,51,412.35",287671
15-Jan-21,EQ,"1,960.60","1,973.80","1,920.05","1,960.60","1,937.90","1,937.45","1,952.72","2,369.35",875.65,9503790,"18,55,82,04,988.20",264152
18-Jan-21,EQ,"1,949.10","1,997.00","1,923.35","1,937.45","1,972.80","1,983.95","1,967.71","2,369.35",875.65,16198856,"31,87,46,86,564.55",399642
19-Jan-21,EQ,"1,994.65","2,031.00","1,994.65","1,983.95","2,015.00","2,016.40","2,018.21","2,369.35",875.65,14771048,"29,81,11,12,716.20",411707
20-Jan-21,EQ,"2,021.40","2,058.00","2,001.40","2,016.40","2,053.00","2,054.70","2,036.58","2,369.35",875.65,14271669,"29,06,53,37,315.85",456106
21-Jan-21,EQ,"2,082.00","2,120.00","2,075.00","2,054.70","2,107.00","2,099.40","2,102.61","2,369.35",875.65,18038987,"37,92,89,61,934.60",483168
22-Jan-21,EQ,"2,111.00","2,115.35","2,035.15","2,099.40","2,047.95","2,049.60","2,070.96","2,369.35",875.65,14090818,"29,18,15,82,565.45",388593
25-Jan-21,EQ,"2,034.95","2,034.95","1,932.00","2,049.60","1,935.15","1,941.00","1,966.36","2,369.35",875.65,25016570,"49,19,16,02,456.10",723194
27-Jan-21,EQ,"1,925.00","1,925.00","1,888.00","1,941.00","1,890.00","1,895.00","1,904.59","2,369.35",875.65,19553809,"37,24,19,80,448.40",637355
28-Jan-21,EQ,"1,880.15","1,923.30","1,870.00","1,895.00","1,876.35","1,876.55","1,895.32","2,369.35",875.65,15722291,"29,79,88,06,093.70",446576
